premise,hypothesis,chunks1,chunks2,labels
"A person on an all-terrain vehicle, sending up clouds of dust.",Four wheeling in the dirt.,"[A person, on an all-terrain vehicle, sending up, clouds of dust, clouds of dust]","[in the dirt, in the dirt, in the dirt, Four wheeling, in the dirt]","[unaligned, unaligned, unaligned, unaligned, neutralAlign]"
"A person on an all-terrain vehicle, sending up clouds of dust.",A person lays on the couch.,"[A person, A person, on an all-terrain vehicle, sending up, clouds of dust]","[lays on the couch, A person, lays on the couch, lays on the couch, lays on the couch]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
"A man, covered in an orange blanket, is sleeping on a sidewalk next to a cup with change in it.",A man is sleeping outside.,"[A man, A man, covered in an orange blanket, is sleeping]","[is sleeping outside, A man, is sleeping outside, is sleeping outside]","[unaligned, entailAlign, unaligned, neutralAlign]"
"A man, covered in an orange blanket, is sleeping on a sidewalk next to a cup with change in it.",A man is cooking his dinner.,"[A man, A man, covered in an orange blanket, is sleeping, on a sidewalk next, to a cup, with change, in it]","[is cooking his dinner, A man, is cooking his dinner, is cooking his dinner, is cooking his dinner, is cooking his dinner, is cooking his dinner, is cooking his dinner]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
"A man, covered in an orange blanket, is sleeping on a sidewalk next to a cup with change in it.",A homeless man is sleeping while it is cold outside.,"[A man, covered in an orange blanket, is sleeping, is sleeping, on a sidewalk next, to a cup, with change, in it]","[while it, while it, is cold outside, is sleeping, while it, is cold outside, while it, is cold outside]","[unaligned, unaligned, unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned]"
A girl wearing a blue top has her feet in the stream.,Everyone is completely dry.,"[A girl, wearing a blue top, has her feet, in the stream]","[Everyone is completely dry, Everyone is completely dry, Everyone is completely dry, Everyone is completely dry]","[unaligned, unaligned, unaligned, unaligned]"
A girl wearing a blue top has her feet in the stream.,The stream water is clear.,"[A girl, wearing a blue top, has her feet, in the stream, in the stream]","[is clear, is clear, is clear, is clear, The stream water]","[unaligned, unaligned, unaligned, unaligned, entailAlign]"
A girl wearing a blue top has her feet in the stream.,Someone has their feet in the water.,"[A girl, wearing a blue top, has her feet, has her feet, in the stream]","[in the water, in the water, in the water, Someone has their feet, in the water]","[unaligned, unaligned, unaligned, entailAlign, entailAlign]"
"A duck is in water surrounded by cans, containers and other garbage.",The duck is in the water,"[A duck, A duck, is in water]","[is in the water, The duck, is in the water]","[unaligned, neutralAlign, entailAlign]"
"A duck is in water surrounded by cans, containers and other garbage.",THe duck is swimming,"[A duck, A duck, is in water]","[is swimming, THe duck, is swimming]","[unaligned, neutralAlign, neutralAlign]"
"A duck is in water surrounded by cans, containers and other garbage.",The duck is sleeping.,"[A duck, A duck, is in water, surrounded by cans, containers and other garbage]","[is sleeping, The duck, is sleeping, is sleeping, is sleeping]","[unaligned, neutralAlign, unaligned, unaligned, unaligned]"
A brown dog and a black dog are playing with a red Frisbee.,Two dogs playing frisbee and fighting over the frisbee.,"[A brown dog, and a black dog, are playing, with a red Frisbee, with a red Frisbee]","[over the frisbee, over the frisbee, over the frisbee, and fighting, playing frisbee]","[unaligned, unaligned, unaligned, unaligned, entailAlign]"
A brown dog and a black dog are playing with a red Frisbee.,Two dogs playing outdoors.,"[A brown dog, and a black dog, are playing, with a red Frisbee]","[playing outdoors, playing outdoors, playing outdoors, playing outdoors]","[unaligned, unaligned, unaligned, unaligned]"
A brown dog and a black dog are playing with a red Frisbee.,Two frisbees playing with a god.,"[A brown dog, and a black dog, are playing, with a red Frisbee]","[playing with a god, Two frisbees, Two frisbees, playing with a god]","[unaligned, unaligned, unaligned, neutralAlign]"
An elderly woman serving birthday cake to happy children,Two children pose to cut a wedding cake.,"[An elderly woman, serving birthday cake, to happy children]","[cut a wedding cake, Two children, cut a wedding cake]","[unaligned, unaligned, unaligned]"
An elderly woman serving birthday cake to happy children,Grandma serves birthday cake to the birthday boy and his sister.,"[An elderly woman, serving birthday cake, serving birthday cake, to happy children, to happy children]","[Grandma serves birthday cake, and his sister, Grandma serves birthday cake, and his sister, to the birthday boy]","[unaligned, unaligned, entailAlign, unaligned, entailAlign]"
An elderly woman serving birthday cake to happy children,An old woman serves cake to children.,"[An elderly woman, An elderly woman, serving birthday cake, serving birthday cake, to happy children]","[serves cake, An old woman, to children, serves cake, to children]","[unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A man and woman walking along a beach.,A husband and wife are walking on the beach.,"[A man, A man, and woman, and woman, walking along a beach, walking along a beach]","[are walking, A husband, are walking, and wife, are walking, on the beach]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, neutralAlign]"
A man and woman walking along a beach.,A man and woman are sitting on a bench.,"[A man, A man, and woman, and woman, walking along a beach]","[are sitting, A man, on a bench, and woman, are sitting]","[unaligned, entailAlign, unaligned, entailAlign, unaligned]"
A man and woman walking along a beach.,A man and woman are walking on the beach.,"[A man, A man, and woman, and woman, walking along a beach, walking along a beach]","[are walking, A man, are walking, and woman, are walking, on the beach]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, neutralAlign]"
A man in an orange shirt is the passenger of a green car.,The man is wearing a shirt.,"[A man, A man, in an orange shirt, is the passenger of a green car]","[is wearing a shirt, The man, is wearing a shirt, is wearing a shirt]","[unaligned, entailAlign, unaligned, unaligned]"
A man in an orange shirt is the passenger of a green car.,A man eating pizza.,"[A man, A man, in an orange shirt, is the passenger of a green car]","[eating pizza, A man, eating pizza, eating pizza]","[unaligned, entailAlign, unaligned, unaligned]"
A man in an orange shirt is the passenger of a green car.,A man is a passenger in a car.,"[A man, A man, in an orange shirt, is the passenger of a green car, is the passenger of a green car]","[in a car, A man, is a passenger, in a car, is a passenger]","[unaligned, entailAlign, unaligned, unaligned, entailAlign]"
three people are at the train station.,There are some people in this picture,"[three people, are at the train station]","[in this picture, There are some people]","[unaligned, unaligned]"
three people are at the train station.,They are camping out in the wilderness,"[three people, are at the train station]","[in the wilderness, in the wilderness]","[unaligned, unaligned]"
three people are at the train station.,They are going on an Amtrak around the world,"[three people, are at the train station]","[going on an Amtrak, going on an Amtrak]","[unaligned, unaligned]"
A little boy playing in the pool giving a thumbs up.,The boy is standing on the deck.,"[A little boy, A little boy, playing in the pool, giving a thumbs up]","[on the deck, The boy, is standing, on the deck]","[unaligned, entailAlign, unaligned, unaligned]"
A little boy playing in the pool giving a thumbs up.,The boy is ready to hold his breath underwater,"[A little boy, A little boy, playing in the pool, giving a thumbs up]","[to hold his breath underwater, The boy, to hold his breath underwater, to hold his breath underwater]","[unaligned, entailAlign, unaligned, unaligned]"
A little boy playing in the pool giving a thumbs up.,A little boy is happy in the water.,"[A little boy, A little boy, playing in the pool, playing in the pool, giving a thumbs up]","[in the water, A little boy, is happy, in the water, is happy]","[unaligned, entailAlign, unaligned, entailAlign, unaligned]"
"Two naked children, one with a mark on his chest.",these are two nude children and one has a mark on his chest from football,"[Two naked children, Two naked children, one with a mark, one with a mark, on his chest, on his chest]","[and one, these are two nude children, from football, has a mark, from football, on his chest]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign]"
"Two naked children, one with a mark on his chest.",these are two dogs,"[one with a mark, on his chest]","[these are two dogs, these are two dogs]","[unaligned, unaligned]"
"Two naked children, one with a mark on his chest.",these are nude children and one has a mark on his chest,"[Two naked children, Two naked children, one with a mark, one with a mark, on his chest, on his chest]","[and one, these are nude children, and one, has a mark, and one, on his chest]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign]"
Several players playing a game of hockey outside on the road.,No one is playing hockey outside.,"[Several players, playing a game of hockey outside, playing a game of hockey outside, on the road]","[is playing hockey outside, No one, is playing hockey outside, No one]","[unaligned, unaligned, entailAlign, unaligned]"
Several players playing a game of hockey outside on the road.,Players are playing hockey,"[Several players, playing a game of hockey outside, playing a game of hockey outside, on the road]","[playing hockey, Players are, playing hockey, Players are]","[unaligned, unaligned, entailAlign, unaligned]"
Several players playing a game of hockey outside on the road.,Some players are shooting all the goals,"[Several players, Several players, playing a game of hockey outside, on the road]","[are shooting all the goals, Some players, are shooting all the goals, are shooting all the goals]","[unaligned, entailAlign, unaligned, unaligned]"
A little girl is laying on her tummy on the floor coloring on a large white sheet of paper.,A little girl lays on the floor.,"[A little girl, A little girl, is laying, on her tummy, on the floor]","[lays on the floor, A little girl, lays on the floor, lays on the floor, lays on the floor]","[unaligned, entailAlign, unaligned, unaligned, neutralAlign]"
A little girl is laying on her tummy on the floor coloring on a large white sheet of paper.,A child is using crayons to draw her favorite teacher.,"[A little girl, A little girl, is laying, on her tummy, on the floor, coloring on a large white sheet of paper]","[is using crayons, A child, is using crayons, is using crayons, is using crayons, to draw her favorite teacher]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned]"
A little girl is laying on her tummy on the floor coloring on a large white sheet of paper.,A little girl coloring,"[A little girl, A little girl, is laying, on her tummy, on the floor, coloring on a large white sheet of paper]","[coloring, A little girl, coloring, coloring, coloring, coloring]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign]"
Old man in red shirt with silver umbrella.,An old man is holding his wife's umbrella,"[Old man, Old man, in red shirt, with silver umbrella]","[is holding, An old man, his wife's umbrella, is holding]","[unaligned, entailAlign, unaligned, unaligned]"
Old man in red shirt with silver umbrella.,An old man is sitting at a cafe drinking coffee,"[Old man, Old man, in red shirt, with silver umbrella]","[is sitting, An old man, is sitting, at a cafe]","[unaligned, entailAlign, unaligned, unaligned]"
Old man in red shirt with silver umbrella.,An old man is preparing for rain,"[Old man, Old man, in red shirt, with silver umbrella]","[is preparing, An old man, is preparing, is preparing]","[unaligned, entailAlign, unaligned, unaligned]"
Students are carefully focused in one direction.,Students are focusing on an object in one direction.,"[Students are carefully, Students are carefully, focused in one direction]","[focusing on an object, Students are, focusing on an object]","[unaligned, entailAlign, entailAlign]"
Students are carefully focused in one direction.,Students are reading their textbooks.,"[Students are carefully, Students are carefully, focused in one direction]","[reading their textbooks, Students are, reading their textbooks]","[unaligned, entailAlign, unaligned]"
Students are carefully focused in one direction.,Students are focusing.,"[Students are carefully, Students are carefully, focused in one direction]","[focusing, Students are, focusing]","[unaligned, entailAlign, entailAlign]"
A man wearing black pants and dark blue sweater is sitting on the sidewalk and playing his brown acoustic guitar.,A guitar is making music.,"[A man, wearing black pants, and dark blue sweater, is sitting, on the sidewalk, and playing his brown acoustic guitar]","[is making music, is making music, is making music, A guitar, is making music, is making music]","[unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
A man wearing black pants and dark blue sweater is sitting on the sidewalk and playing his brown acoustic guitar.,A man is joggling on the sidewalk.,"[A man, A man, wearing black pants, and dark blue sweater, is sitting, on the sidewalk, on the sidewalk, and playing his brown acoustic guitar]","[is joggling, A man, on the sidewalk, on the sidewalk, on the sidewalk, is joggling, on the sidewalk, is joggling]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, entailAlign, unaligned]"
A man wearing black pants and dark blue sweater is sitting on the sidewalk and playing his brown acoustic guitar.,A person is playing music on the street for money.,"[A man, A man, wearing black pants, and dark blue sweater, is sitting, on the sidewalk, on the sidewalk, and playing his brown acoustic guitar]","[is playing music, A person, on the street, on the street, on the street, for money, on the street, for money]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, entailAlign, unaligned]"
The people swim above and under the water in the pool.,The people are on the street walking.,"[The people, The people, swim above, and under the water, in the pool]","[are on the street, The people, are on the street, are on the street, are on the street]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
The people swim above and under the water in the pool.,The people are having some fun in the pool.,"[The people, The people, swim above, and under the water, in the pool, in the pool]","[in the pool, The people, are having some fun, are having some fun, are having some fun, in the pool]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign]"
The people swim above and under the water in the pool.,The people are having a swimming party.,"[The people, The people, swim above, and under the water, in the pool]","[are having a swimming party, The people, are having a swimming party, are having a swimming party, are having a swimming party]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
A black and white dog has a red toy in his mouth and is jumping.,The dog is excited.,"[A black, and white dog, has a red toy, in his mouth, and is, jumping]","[is excited, is excited, is excited, is excited, is excited, The dog]","[unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
A black and white dog has a red toy in his mouth and is jumping.,The dog is trying to get his owner to play with him.,"[A black, and white dog, has a red toy, in his mouth, in his mouth, and is, jumping]","[his owner, his owner, his owner, to get, with him, his owner, his owner]","[unaligned, unaligned, unaligned, unaligned, entailAlign, unaligned, unaligned]"
A black and white dog has a red toy in his mouth and is jumping.,The dog is chasing a bicycle.,"[A black, and white dog, has a red toy, in his mouth, and is, jumping]","[is chasing a bicycle, is chasing a bicycle, is chasing a bicycle, is chasing a bicycle, is chasing a bicycle, is chasing a bicycle]","[unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
"A small group of people, one being a man with an orange shirt and watch, look at a painting on the wall.",A small group of people are outside looking at a wall,"[A small group of people, A small group of people, one being, a man, with an orange shirt, and watch, look at a painting, look at a painting, on the wall]","[looking at a wall, A small group of people, are outside, are outside, are outside, looking at a wall, are outside, looking at a wall, are outside]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned, neutralAlign, unaligned]"
"A small group of people, one being a man with an orange shirt and watch, look at a painting on the wall.",A small group of friends are spraypainting walls,"[A small group of people, A small group of people, one being, a man, with an orange shirt, and watch, look at a painting, on the wall]","[are spraypainting walls, A small group of friends, are spraypainting walls, are spraypainting walls, are spraypainting walls, are spraypainting walls, are spraypainting walls, are spraypainting walls]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
"A small group of people, one being a man with an orange shirt and watch, look at a painting on the wall.",A small group of people are watching a movie indoors,"[A small group of people, A small group of people, one being, a man, with an orange shirt, and watch, look at a painting, on the wall]","[are watching a movie indoors, A small group of people, are watching a movie indoors, are watching a movie indoors, are watching a movie indoors, are watching a movie indoors, are watching a movie indoors, are watching a movie indoors]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
